timestamp,experiment,log_tag,algo,env,obs_mode,action,render,render_freq,carla_host,carla_port,checkpoint_freq,checkpoint_dir,final_model,resume_from,timesteps,eval_episodes,seed,success_rate,avg_deviation_m,fps,latency_ms,run_dir,hyperparams,notes
2025-10-10T13:05:46,ppo_rgb_cont_dropfix__grid-26f4eddd,ppo_rgb_cont_dropfix__grid-26f4eddd__ppo__obs-rgb__act-cont__env-carla__steps-4000000__seed-0__render-1__rfreq-2__host-localhost__cfreq-100000__lr-lin-0p0004-to-0p0001__cfg-e9708693__ts-20251009-215706,ppo,carla,rgb,cont,true,2,localhost,2030,100000,/home/elahe/user/elahe/CARLA/code/RL-for-AIF-in-RAL/runs/sweep_rgb_cont/ppo_rgb_cont_dropfix__grid-26f4eddd__ppo__obs-rgb__act-cont__env-carla__steps-4000000__seed-0__render-1__rfreq-2__host-localhost__cfreq-100000__lr-lin-0p0004-to-0p0001__cfg-e9708693__ts-20251009-215706/checkpoints,runs/sweep_rgb_cont/ppo_rgb_cont_dropfix__grid-26f4eddd__ppo__obs-rgb__act-cont__env-carla__steps-4000000__seed-0__render-1__rfreq-2__host-localhost__cfreq-100000__lr-lin-0p0004-to-0p0001__cfg-e9708693__ts-20251009-215706/ppo_rgb_cont_dropfix__grid-26f4eddd__ppo__obs-rgb__act-cont__steps-4000000__seed-0__batch-128__nsteps-2048__lr-lin-0p0004-to-0p0001__ts-20251009-215706.zip,,4001792,12,0,33.33,1.0628,385.92,2.591,runs/sweep_rgb_cont/ppo_rgb_cont_dropfix__grid-26f4eddd__ppo__obs-rgb__act-cont__env-carla__steps-4000000__seed-0__render-1__rfreq-2__host-localhost__cfreq-100000__lr-lin-0p0004-to-0p0001__cfg-e9708693__ts-20251009-215706,"{""batch_size"": 128, ""gae_lambda"": 0.92, ""learning_rate"": {""end"": 0.0001, ""schedule"": ""linear"", ""start"": 0.0004}, ""n_steps"": 2048, ""vf_coef"": 0.5}",RGB PPO continuous: higher initial LR and VF weight for smoother convergence
