step,x,y,z,pitch,yaw,roll,speed_kmh,goal_distance,lane_deviation,lane_width
1,251.056396484375,150.95819091796875,0.2733665108680725,0.0,0.2347566783428192,0.0,2.4659478664398193,nan,0.2733665108680725,3.5
2,251.056396484375,150.95819091796875,0.2584150433540344,0.0,0.2347566783428192,0.0,3.10989990234375,nan,0.2584150433540344,3.5
3,251.056396484375,150.95819091796875,0.2426130473613739,0.0,0.2347566783428192,0.0,3.6775437355041505,nan,0.2426130473613739,3.5
4,251.056396484375,150.95819091796875,0.22178120911121368,0.0,0.2347566783428192,0.0,4.314303588867188,nan,0.22178120911121368,3.5
5,251.056396484375,150.95819091796875,0.2004501074552536,0.0,0.2347566783428192,0.0,4.885540294647217,nan,0.2004501074552536,3.5
6,251.056396484375,150.95819091796875,0.17514783143997192,0.0,0.2347566783428192,0.0,5.48766016960144,nan,0.17514783143997192,3.5
7,251.056396484375,150.95819091796875,0.1432378590106964,0.0,0.2347566783428192,0.0,6.163727045059204,nan,0.1432378590106964,3.5
8,251.056396484375,150.95819091796875,0.11231698840856552,0.0,0.2347566783428192,0.0,6.757914018630982,nan,0.11231698840856552,3.5
9,251.06336975097656,150.95860290527344,0.02587736025452614,0.007998150773346424,0.17291389405727386,0.00013612964539788663,4.878541176512426,nan,0.025880170986056328,3.5
10,251.07179260253906,150.9586181640625,0.006558971479535103,0.015190339647233486,0.20024840533733368,-0.0008850097074173391,3.821355094454328,nan,0.0065683540888130665,3.5
11,251.08177185058594,150.95852661132812,-0.006594867445528507,0.021398982033133507,0.21235433220863342,-0.00012207030522404239,3.237249778352502,nan,0.00659883813932538,3.5
12,251.09249877929688,150.958251953125,-0.015184573829174042,0.026507962495088577,0.20958445966243744,0.0017911357572302222,3.0279141369439615,nan,0.015184849500656128,3.5
13,251.1077117919922,150.9580535888672,-0.022401904687285423,0.03182867914438248,0.20962564647197723,0.0017474436899647117,3.0491377723837165,nan,0.022404653951525688,3.5
14,251.1211395263672,150.9582977294922,-0.025904102250933647,0.03553064167499542,0.21881122887134552,-0.00048828122089616954,3.2396356992020765,nan,0.025904551148414612,3.5
15,251.1357421875,150.95872497558594,-0.028045939281582832,0.03803732246160507,0.23416990041732788,-0.0028686521109193563,3.3416069767320833,nan,0.028046641498804092,3.5
16,251.152099609375,150.95925903320312,-0.029078997671604156,0.040277622640132904,0.2542598843574524,-0.00457763671875,3.6017713602234953,nan,0.029086748138070107,3.5
17,251.1687774658203,150.95980834960938,-0.029206905514001846,0.0416778102517128,0.2726580798625946,-0.005432129371911287,3.7650955139004765,nan,0.029229316860437393,3.5
18,251.19100952148438,150.96055603027344,-0.02851114235818386,0.04320777580142021,0.29685959219932556,-0.006072998512536287,4.151682441017206,nan,0.02856794372200966,3.5
19,251.21212768554688,150.96124267578125,-0.027289751917123795,0.04367905855178833,0.32256919145584106,-0.006286621559411287,4.347001859914349,nan,0.02739604376256466,3.5
20,251.23695373535156,150.9620819091797,-0.025516757741570473,0.04391128197312355,0.3520333766937256,-0.006378174293786287,4.448537645333326,nan,0.025709638372063637,3.5
21,251.2596893310547,150.9628448486328,-0.023754024878144264,0.04361075535416603,0.37907904386520386,-0.006347656715661287,4.5559994936220605,nan,0.0240583848208189,3.5
22,251.28515625,150.96372985839844,-0.0217406265437603,0.042791131883859634,0.40902870893478394,-0.0062255859375,4.688413647697676,nan,0.02222048118710518,3.5
23,251.31005859375,150.964599609375,-0.01979845017194748,0.0418144166469574,0.4384705722332001,-0.006103515625,4.837033609084366,nan,0.020510107278823853,3.5
24,251.33653259277344,150.9655303955078,-0.017826786264777184,0.04056449234485626,0.46972137689590454,-0.005950927268713713,4.960618975036472,nan,0.018867572769522667,3.5
25,251.35910034179688,150.96633911132812,-0.016233958303928375,0.039697058498859406,0.4962131679058075,-0.005859375465661287,5.124361669091442,nan,0.017638327553868294,3.5
26,251.38546752929688,150.96730041503906,-0.014511737041175365,0.03846762329339981,0.5273972153663635,-0.005737303756177425,5.216577171834124,nan,0.016452252864837646,3.5
27,251.4092254638672,150.9681854248047,-0.01307130791246891,0.037511397153139114,0.5552936792373657,-0.005645751953125,5.35586148953321,nan,0.015616520307958126,3.5
28,251.44091796875,150.96937561035156,-0.011331462301313877,0.03665762394666672,0.5925207734107971,-0.005615233443677425,5.659906850385101,nan,0.014849965460598469,3.5
29,251.4671630859375,150.97036743164062,-0.010046977549791336,0.03564675524830818,0.6233692169189453,-0.005523680709302425,5.772938791800772,nan,0.014520078897476196,3.5
30,251.5004425048828,150.97166442871094,-0.008569774217903614,0.034376341849565506,0.6625059843063354,-0.005401610862463713,5.789106761918794,nan,0.014456483535468578,3.5
31,251.5275115966797,150.97274780273438,-0.0075240894220769405,0.03337913379073143,0.6943279504776001,-0.005340575240552425,5.854172166997828,nan,0.014691959135234356,3.5
32,251.56068420410156,150.97406005859375,-0.006411723792552948,0.031896982342004776,0.733273446559906,-0.00518798828125,5.9056729885865575,nan,0.015211405232548714,3.5
33,251.59808349609375,150.9755859375,-0.005270709749311209,0.03090660460293293,0.7770594358444214,-0.005157469771802425,6.226029005568732,nan,0.016057059168815613,3.5
34,251.63278198242188,150.9770050048828,-0.004347095265984535,0.029800113290548325,0.8177114725112915,-0.005096434149891138,6.248877428726394,nan,0.017013872042298317,3.5
35,251.6627655029297,150.978271484375,-0.003678226377815008,0.028905358165502548,0.8528392910957336,-0.005035398993641138,6.29518597871757,nan,0.01797393523156643,3.5
36,251.69256591796875,150.9791717529297,-0.0030847357120364904,0.02804475463926792,0.8688801527023315,-0.0023193357046693563,6.379375182209942,nan,0.018628913909196854,3.5
37,251.72421264648438,150.9794158935547,-0.002533511957153678,0.027027057483792305,0.8517285585403442,0.0037297054659575224,6.443368538027798,nan,0.01865142211318016,3.5
38,251.7567901611328,150.97894287109375,-0.0020351982675492764,0.02596154808998108,0.8011215925216675,0.011438481509685516,6.509485306491811,nan,0.017983736470341682,3.5
39,251.78878784179688,150.97775268554688,-0.0015978049486875534,0.024896038696169853,0.7208414673805237,0.019549600780010223,6.583033542750679,nan,0.016632884740829468,3.5
40,251.8229217529297,150.97567749023438,-0.001196422497741878,0.02367343381047249,0.6026228666305542,0.028194602578878403,6.636245388604408,nan,0.014393203891813755,3.5
41,251.8536834716797,150.9730987548828,-0.0008603858877904713,0.022635245695710182,0.46862977743148804,0.03586377203464508,6.722910011268997,nan,0.011659077368676662,3.5
