timestamp,experiment,log_tag,algo,env,obs_mode,action,render,render_freq,carla_host,carla_port,checkpoint_freq,checkpoint_dir,final_model,resume_from,timesteps,eval_episodes,seed,success_rate,avg_deviation_m,fps,latency_ms,run_dir,hyperparams,notes
2025-10-07T11:24:51,ppo_gray_disc_core__grid-726f6099,ppo_gray_disc_core__grid-726f6099__ppo__obs-grayroad__act-disc__env-carla__steps-4000000__seed-0__render-1__rfreq-2__host-localhost__port-2005__cfreq-100000__cfg-b70d9511,ppo,carla,grayroad,disc,true,2,localhost,2005,100000,/home/elahed/users/elahe/RL for AIF in RAL/runs/sweeps_gray_two/ppo_gray_disc_core__grid-726f6099__ppo__obs-grayroad__act-disc__env-carla__steps-4000000__seed-0__render-1__rfreq-2__host-localhost__port-2005__cfreq-100000__cfg-b70d9511/checkpoints,runs/sweeps_gray_two/ppo_gray_disc_core__grid-726f6099__ppo__obs-grayroad__act-disc__env-carla__steps-4000000__seed-0__render-1__rfreq-2__host-localhost__port-2005__cfreq-100000__cfg-b70d9511/ppo_gray_disc_core__grid-726f6099__ppo__obs-grayroad__act-disc__steps-4000000__seed-0__batch-128__nsteps-2048.zip,,4001792,12,0,91.67,0.1783,346.50,2.886,runs/sweeps_gray_two/ppo_gray_disc_core__grid-726f6099__ppo__obs-grayroad__act-disc__env-carla__steps-4000000__seed-0__render-1__rfreq-2__host-localhost__port-2005__cfreq-100000__cfg-b70d9511,"{""batch_size"": 128, ""learning_rate"": {""end"": 2.5e-05, ""schedule"": ""linear"", ""start"": 5e-05}, ""n_steps"": 2048}","Gray-road PPO discrete: LR, batch, rollout"
